id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
183132,2580,Dragon Ball Z: Taiketsu,NULL,2003-11-24 00:00:00.000,2,NULL,40.0000,1,19.9426,8
122047,5815,Drake of the 99 Dragons,NULL,2003-11-03 00:00:00.000,NULL,NULL,30.0000,1,50.0000,2
1011,3899,DreamMix TV World Fighters,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,54.0000,0
170796,3902,Duel Masters,NULL,2003-12-18 00:00:00.000,NULL,NULL,75.0000,2,35.0000,1
92144,9271,Dungeon Siege: Legends of Aranna,NULL,2003-11-11 00:00:00.000,7,NULL,90.0000,1,83.9070,24
179993,5819,Dungeons & Dragons: Heroes,NULL,2003-09-17 00:00:00.000,1,NULL,60.0000,2,70.0000,5
141580,19631,Dynasty Warriors 4: Xtreme Legends,NULL,2003-09-25 00:00:00.000,2,NULL,NULL,NULL,60.0663,5
175875,142288,"Ed, Edd n Eddy: Spin Stadium",NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136018,53999,Empire Earth: Gold Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14786,678,Empires: Dawn of the Modern World,NULL,2003-10-21 00:00:00.000,2,NULL,80.0000,1,79.9956,8
80946,142143,Energy Airforce: aimStrike!,NULL,2003-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170243,92750,Enigmo,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83825,217762,Episode in the Life of an Artist,NULL,2003-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125428,83808,Espgaluda,NULL,2003-11-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
41834,5823,ESPN College Hoops,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4068,8833,ESPN NBA Basketball,NULL,2003-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39388,47349,ESPN NFL Football 2K4,NULL,2003-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155492,11408,Etherlords II,"Ether is everywhere, it knows no boundaries. All life emerges from Ether and returns to it after death. It is the flow of Life and Death itself. You fought for dominance over this precious and powerful resource and claimed it for your own. A new threat emerges from the mists of Chaos, threatening the very fabric of existence. Heroes must be called from every corner of the land, armies trained,creatures summoned, and spells prepared. The war for Ether is rekindled and it’s up to you to win the battle, not just for yourself but for existence itself.",2003-10-01 00:00:00.000,3,NULL,70.0000,1,63.4565,20
140178,43374,EverQuest Online Adventures: Frontiers,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82770,219100,Evil Dead Pinball,NULL,2003-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138771,63019,ExaSkeleton,"Joe is a competitor in the I.G-1, a mechanized combat sport game. One day, however, reality intrudes on his life, and he and his friends must leave the safety of home to fight on the blasted surface of Earth. His skills from the games, and his Exaskeleton, are the only things that can protect him now.

Exaskeleton is a linear mech-combat game. Each mission in the game is book-ended by long, talking-head dialogue scenes between the various members of Joe's party. Before each mission the model of Joe's (as well as allies, if available) frame can be selected, either the nimble and weak Light Frame, the armored and slow Heavy Frame, or the in between Middle Frame. Two weapon slots are taken up by small arms, either a pistol, machine gun, or grenades, while the other two slots are taken up by more powerful weapons, like missile launchers, sniper riffles, and Gatling guns, with the most powerful only able to be equipped by a Heavy Frame. Weapons have limited ammo and overheat if fired continuously. Each body part of a frame is armored, and after the armor on a part is destroyed any additional damage to that part will damage the frame itself, until eventually the frame is destroyed.",2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42080,61957,Exodus Guilty Vol. 1 Present,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29835,61955,Exodus Guilty Vol. 2 Past,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21111,61954,Exodus Guilty Vol. 3 Future,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100521,92099,ExZeus,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176634,5830,F1 Career Challenge,NULL,2003-12-31 00:00:00.000,NULL,NULL,63.0000,2,48.0000,0
168104,44721,Fame Academy: Dance Edition,NULL,2003-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113954,202913,Fantasy Zone,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90970,145890,Far East of Eden II: Manjimaru,"The setting starts in a beautiful country named Jipang where the Fire clan and Roots clan have been rivals over centuries since the dawn of time, good versus evil. The home town of Manjimaru Sengoku, a descendant of the Fire clan, is attacked by the Roots clan. He begins a long journey to save the world. Along the way he will meet Danjūrō Kabuki, Tarō Gokuraku and Kinu to help him in his quest.",2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138470,70157,Far West,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111725,5105,Fatal Frame II: Crimson Butterfly,"Fatal Frame II is set in the fictional Minakami region of Japan. While a dam is being planned for construction in a forest at this location in the game's present, the site is also home to Minakami Village (lit. ""All God's Village""), a ""[l]ost"" settlement where the majority of the game takes place. The player learns that Minakami Village was host to the ""Crimson Sacrifice Ritual"", the failure of which caused the settlement to vanish—thus earning it the name ""The Lost Village"". In the game's present, there is an urban legend about the Lost Village, where people who become lost in the Minakami forest will become trapped forever in the village.

The protagonists of Fatal Frame II are Mio and Mayu Amakura, twin sisters who are visiting their favorite childhood playspot in Minakami before it is lost in the dam construction. The main antagonist is the vengeful spirit of Sae Kurosawa, the sole Twin Shrine Maiden sacrificed for the failed ritual. She yearns to reunite with her twin sister Yae, whom she mistakes Mio for, and uses Mayu to try and complete the ritual with her. Other characters include the spirit of Itsuki Tachibana, a young man who also mistakes Mio for Yae, but instead tries to help her and Mayu escape; and Seijiro Makabe, a folklorist who visited Minakami Village with a Camera Obscura prototype (the same camera Mio uses in the game) and his assistant, Ryozo Munakata.[20] Makabe later became a temporary sacrifice for the Abyss, known as a Kusab. Although Mio and Mayu's story takes place after that of Miku Hinasaki, the events of Minakami Village occur before those of the Himuro mansion in the original game.",2003-11-27 00:00:00.000,17,NULL,86.6667,2,85.3018,37
193065,27496,Fenimore Fillmore: The Westerner,NULL,2003-12-21 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
67580,3136,FIFA Soccer 2004,NULL,2003-10-24 00:00:00.000,11,NULL,80.0000,1,72.5556,42
111074,210482,Fire Man: Incoming Storm,NULL,2003-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39715,204579,Firefighter 259,NULL,2003-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101328,129774,Fixat!,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63161,196839,Flintstones' Bedrock Boblseddin' Blowout,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74176,47563,Flo Boarding,NULL,2003-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104176,79830,Fobos,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108889,4869,Ford Racing 2,NULL,2003-10-23 00:00:00.000,1,NULL,NULL,NULL,69.9900,6
138421,44942,Ford Truck Mania,NULL,2003-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147849,191258,Frank's Adventure,"Boobs Illustrated – a local nude magazine – is having problems because there are not enough pictures of nude women for the next issue to be published. The character you control – Frank – is about to change that.

As Frank you can freely roam the city in search of nude pictures of women. Certain women are more than willing to repay you with one naked picture of theirs if necessary conditions are met (like for example giving them a certain item) but chances are that some pictures can be found in the most unlikely places as well. Frank starts with a medium health bar and a sum of money. Health points which are lost if hit by a car can be replenished by eating food. Money are needed to bribe women so as to get a picture of them or for buying items that the women may request to trade for one of their pictures. More money can be gained by either playing games in the casino or by selling the pictures you have already acquired to the boss of the Boobs Illustrated magazine.",2003-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80652,212739,Franks Adventure 2,NULL,2003-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193104,719,Freedom Fighters,NULL,2003-09-26 00:00:00.000,21,NULL,70.0000,1,78.5743,86
98356,209570,Friday Night 3D Bowling,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175579,218590,Frogger,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137269,3923,Frogger's Adventures: The Rescue,NULL,2003-10-21 00:00:00.000,NULL,NULL,77.0000,2,42.0000,1
171500,11480,Frogger's Journey: The Forgotten Relic,NULL,2003-11-28 00:00:00.000,NULL,NULL,55.0000,1,NULL,NULL
158289,75751,From TV Animation One Piece: Chopper no Daibouken,"One day, the Straw Hat Pirates travel to a mysterious island. While the Straw Hats explore around the island, they all suddenly turn into animals; Luffy into a monkey, Zoro into a tiger, Sanji into a fox, Nami into a cat, Usopp into a kappa, and Robin into a parrot. Only Chopper remains as he was.

It is up to Chopper to not only help the crew to turn back to their original state, but to also figure out the cause of their mysterious transformation.",2003-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183564,21541,Front Mission 1st,NULL,2003-10-23 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
147468,1503,Front Mission 4,"Set in 2096, the story of Front Mission 4 takes place in Venezuela and Europe. Since the revelations of the true causes behind the 2nd Huffman Conflict in 2092, the world grew wary of the Republic of Zaftra. Zaftra began losing foreign investments and many businesses withdrew from the union, resulting in major economic losses. Superpowers such as the United States of the New Continent (USN) refused offers from the union to import their natural resources, the major economic driver of their economy. With a failing economy and growing distrust from the world community, the Republic of Zaftra disbanded the Peace Mediation Organization (PMO) in 2094. Meanwhile, the discovery of natural resources in Poland led the European Community (EC) to stop importing raw materials from Zaftra. Consequently, Zaftran citizens began migrating to other countries in search for work. In 2096, the Republic of Zaftra returned to the spotlight after a mysterious blitzkrieg of EC military bases leaves Europe in an imminent resource crisis. Elsewhere in the world, Venezuela suddenly declares independence from the USN.",2003-12-18 00:00:00.000,1,NULL,73.0000,2,NULL,NULL
3453,24101,Fugitive Hunter,NULL,2003-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177212,43383,Fugitive Hunter: War on Terror,NULL,2003-11-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
148524,19071,Fullmetal Alchemist and the Broken Angel,"Taking place between episodes 17 and 18 of the anime, the game begins with the Elric brothers (somewhat unwillingly being escorted by Major Alex Louis Armstrong) heading to Central City via train. While Ed moans, Al consoles, and Armstrong flexes, the train is suddenly attacked by terrorists. The skirmish eventually ends with one destroyed train and the brothers in the town of New Heissgart, looking for a ride to Central. There, they meet a girl named Armony and learn more of the Philosopher's Catalyst, an item nearly as powerful as the Philosopher's Stone itself, but used to increase the efficiency of alchemy. The Philosopher's Catalyst seems to be directly linked with the berserk chimeras running about, the rogue military force, and the gathering of alchemists in the town. The Elrics soon find that their simple mission for a train turns into much more as they learn about the Catalyst and the dark mysteries surrounding it.",2003-12-25 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
126943,142302,Fürst Marigor und die Tobis,NULL,2003-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
145898,78271,F-Zero AX,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112823,3493,F-Zero: GP Legend,NULL,2003-11-28 00:00:00.000,2,NULL,80.0000,1,73.0506,5
97601,64610,Gakuen Heaven: Boy's Love Scramble,"Ito Keita, an average high school boy, is surprised to receive an acceptance letter from the renowned Bell Liberty Academy.
After being involved in an accident (and luckily, surviving) on the day of his transfer, Keita finds himself among a variety of unique people... but what is Keita's ""special ability""? Will he truly be accepted into this school full of elite students?",2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191238,98305,Garfield's Scary Scavenger Hunt 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152735,4885,Geometry Wars,"you are a geometric ""ship"" trapped in a grid world, facing off against waves of deadly wanderers, snakes, and repulsars. Your aim is to survive long enough to set a high score! Avoid the spawning enemies, and shoot them down for points.",2003-11-17 00:00:00.000,6,NULL,NULL,NULL,84.8516,14
110129,49602,GetBackers Dakkanya: Jagan Fuuin!,NULL,2003-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30008,22279,Ghosthunter,NULL,2003-12-05 00:00:00.000,NULL,NULL,71.5000,2,NULL,NULL
18138,75470,Ghostlop (Limited release),NULL,2003-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170289,5846,Gladiator: Sword of Vengeance,NULL,2003-11-05 00:00:00.000,1,NULL,79.0000,1,70.0000,3
136714,3932,Gladius,"The story of Gladius starts just as two schools begin the pursuit of the Championship. It follows the epic saga of two young heroes: Ursula, daughter of the barbarian king from the land of Nordagh; and Valens, the son of Imperia's greatest gladiator. Become one of these characters and embark upon a spectacular and brutal journey to fulfill their destinies to keep the world from heading into another disastrous war.",2003-10-28 00:00:00.000,6,NULL,89.6667,3,89.6194,11
121947,43441,Glass Rose,NULL,2003-11-06 00:00:00.000,7,NULL,NULL,NULL,NULL,NULL
148363,3933,Go! Go! Hypergrind,NULL,2003-11-18 00:00:00.000,2,NULL,NULL,NULL,36.0000,0
144803,3934,Goblin Commander: Unleash the Horde,NULL,2003-11-11 00:00:00.000,NULL,NULL,75.0000,1,50.0000,1
99615,194800,Gold Miner,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172872,74013,Golf Adventure Galaxy,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145150,3936,Gotcha Force,NULL,2003-11-27 00:00:00.000,2,NULL,NULL,NULL,79.9485,7
103090,93359,Gourmet,NULL,2003-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186144,5849,Grabbed by the Ghoulies,NULL,2003-10-21 00:00:00.000,1,NULL,75.0000,3,62.8371,8
51505,88893,Gran Turismo / Motor Toon Grand Prix 2 Double Pack,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175959,1604,Gran Turismo 4 Prologue,NULL,2003-12-04 00:00:00.000,1,NULL,70.0000,1,40.2055,7
58172,212692,Grand Unified Game,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172361,24097,Greyhawk: The Temple of Elemental Evil,NULL,2003-09-16 00:00:00.000,NULL,NULL,78.0000,1,NULL,NULL
118915,3937,Grooverider: Slot Car Thunder,NULL,2003-09-26 00:00:00.000,NULL,NULL,69.0000,1,23.0000,0
54620,5856,Group S Challenge,NULL,2003-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107019,72430,Growlanser Collection,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170010,21313,Growlanser IV: Wayfarer of the Time,NULL,2003-12-18 00:00:00.000,1,NULL,80.0000,1,NULL,NULL
118945,169891,Grr! Bearly Sane,NULL,2003-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154515,5857,Guilty Gear Isuka,NULL,2003-12-17 00:00:00.000,NULL,NULL,NULL,NULL,58.7806,11
36828,43531,Gunfighter II: Revenge of Jesse James,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168603,17299,Haegemonia: The Solon Heritage,NULL,2003-10-28 00:00:00.000,1,NULL,NULL,NULL,50.0000,4
65520,146192,Hamlet: The Text Adventure,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128288,63223,Hamtaro: Wake Up Snoozer!,NULL,2003-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177608,218539,Harry Buster,NULL,2003-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42970,117003,Harry Potter and the Sorcerer's Stone,"The story follows protagonist Harry Potter, who discovers he is a wizard, and is sent to Hogwarts School of Witchcraft and Wizardry where he makes friends and receives magical training, and along with his friends stop Lord Voldemort from returning to power.",2003-12-09 00:00:00.000,2,NULL,NULL,NULL,69.9656,9
143294,166523,Harry Potter: Quidditch World Cup,NULL,2003-10-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
143481,3944,Harry Potter: Quidditch World Cup,NULL,2003-10-28 00:00:00.000,20,NULL,78.0000,3,70.0462,44
122937,138992,Harum Scarum,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172281,49188,Harvest Moon: More Friends of Mineral Town,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137867,50406,Heaven & Hell,NULL,2003-09-15 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
71353,64452,Herkules,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173304,107,Hidden & Dangerous 2,NULL,2003-10-21 00:00:00.000,9,NULL,86.0000,2,79.9977,19
138063,73774,Hidden & Dangerous Deluxe,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44536,64642,Hinokakera the Fragments of Innocent Sinner,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149914,172462,Homerun,NULL,2003-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27706,750,Homeworld 2,NULL,2003-09-16 00:00:00.000,16,NULL,75.0000,3,87.5079,28
194844,204439,Hot Shots Golf: Fore,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141088,10626,Hot Wheels World Race,NULL,2003-10-29 00:00:00.000,4,NULL,NULL,NULL,59.9383,6
28580,210070,Hoyle Friday Night Poker,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85329,50580,Hudson Selection Vol. 3: PC Genjin,NULL,2003-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95598,50574,Hudson Selection Vol. 4: Takahashi Meijin no Bouken-jima,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142156,49423,Hugo: Bukkazoom,"For unexplained reasons, Hugo, his family, and some of his best friends and worst enemies have been shrunk to the size of an aphid. They now drive through the world of aphids with carts.",2003-12-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
141387,165052,Hugo: Bukkazoom,"For unexplained reasons, Hugo, his family, and some of his best friends and worst enemies have been shrunk to the size of an aphid. They now drive through the world of aphids with carts.",2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136349,5865,Hunter: The Reckoning - Redeemer,NULL,2003-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144473,24096,Hunter: The Reckoning Wayward,NULL,2003-10-09 00:00:00.000,1,NULL,80.0000,2,NULL,NULL
88512,24100,Hunting Unlimited 2,NULL,2003-09-28 00:00:00.000,NULL,NULL,73.0000,1,NULL,NULL
110589,45198,Hyper Street Fighter II: The Anniversary Edition,NULL,2003-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71129,73162,I Spy Fantasy,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18020,67054,Ichigeki Sacchu!! HoiHoi-san,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177797,209431,Imaginext: Battle Castle,NULL,2003-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66646,23800,Inside the Park Baseball,NULL,2003-12-19 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
142652,92472,International Pool Championship,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173612,9578,Istaria: Chronicles of the Gifted,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52364,143745,Itch!,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37824,20410,Jack the Ripper,NULL,2003-12-31 00:00:00.000,NULL,NULL,64.0000,1,NULL,NULL
195355,1529,Jak II,"Like Jak and Daxter: The Precursor Legacy, the game's begins with a speech by Samos Hagai. Jak, Daxter, Samos and Keira are in the process of activating the rift rider, the precursor device hidden behind the large door at the end of Precursor Legacy, and its accompanying rift gate. When the gate is activated a large figure steps out, accompanied by a swarm of creatures. Jak panics and activates the rift rider, propelling the group through the gate. As they are travelling through the rift, the rider is destroyed. The group fall out of the rift and are separated, though all find themselves in Haven City. Jak and Daxter land and are immediately identified by a patrol of the Krimzon Guard, led by Captain Erol. Jak is taken into custody, as Daxter promises to rescue him (see the events of Daxter). Two years later, Jak is in the Fortress, where he has been the subject of a super soldier program. His body has been infused with dark eco. Erol and the Baron Praxis are there. They declare the 'Dark Warrior Program' a failure. They leave, just as Daxter appears to rescue Jak. As Daxter fidgets with the restraints, Jak transforms into the Dark Warrior Program's ultimate goal, Dark Jak. He breaks the binds and then returns to normal, after speaking his first words, ""I'm going to kill Praxis!"" The pair then escape the fortress into Haven City.",2003-10-14 00:00:00.000,41,NULL,90.0000,2,80.6053,148
173983,1644,James Bond 007: Everything or Nothing,NULL,2003-11-17 00:00:00.000,10,NULL,79.8000,7,75.5375,30
122422,71283,Jetfighter V: Homeland Protector,NULL,2003-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193040,32597,Journey to the Center of the Earth,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85510,81425,Journey to the Center of the Earth: Gold Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193798,3961,Judge Dredd: Dredd Vs. Death,NULL,2003-10-17 00:00:00.000,2,NULL,60.0000,2,68.0332,7
138357,6485,Justice League: Chronicles,NULL,2003-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179037,43424,Kamen Rider 555,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80803,61914,Kamen Rider: Seigi no Keifu,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131930,3962,Kao the Kangaroo: Round 2,NULL,2003-11-04 00:00:00.000,5,NULL,NULL,NULL,79.6180,17
176109,80460,Karaoke Revolution,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
173019,194435,Karaoke Revolution Anime Song Selection,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124297,49649,Kawaii Pet Game Gallery,NULL,2003-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158565,5881,Kill.Switch,NULL,2003-10-28 00:00:00.000,5,NULL,75.0000,5,80.0653,11
97350,159199,Kim Possible: A Sitch in Time - Episode 1: Present,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97371,159200,Kim Possible: A Sitch in Time - Episode 2: Past,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97398,159201,Kim Possible: A Sitch in Time - Episode 3: Future,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92323,57705,Kiniro no Corda: La Corda d'Oro,"Kahoko Hino is a student at a Seisou Academy, one with an ordinary life. One day, Lili - the mischievous musical fairy who had blessed the original founder of the school - finds Kahoko running late to class. Delighted that she is able to see him, Lili grants Kahoko a magical violin, and a place in the school's annual musical competition, which many students in the music department vie to partake in.

Kahoko refuses, only to be pressed on by the fairy, who constantly nags her until she finally gives way to his pleads. She reluctantly accepts the instrument. As she practices her pieces, Kahoko is amazed that she can play any piece on the violin as long as she knows the tune and plays it with her heart.",2003-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68172,84259,Kirby Slide,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34117,16705,KnightShift,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
61774,198591,Knuckles Soccer,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55330,49683,Koino no Kokoro Ikusei Game,NULL,2003-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70060,49678,Konjiki no Gash Bell!! Unare! Yuujou no Zakeru 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120896,24186,Korea: Forgotten Conflict,NULL,2003-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149283,70220,Kuma Uta,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50606,85233,Kutar Burger Factory,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89444,22283,Kya: Dark Lineage,NULL,2003-11-18 00:00:00.000,2,NULL,65.0000,2,NULL,NULL
6027,140655,Lara Croft: The Sun Obelisk,"The Sun Obelisk follows Lara’s attempts to find the forgotten Sun Obelisk, an artifact that grants special powers to anyone who has contact with. However, the map that was showing the location of the Sun Obelisk has been stolen by Lara’s former friend, Damian Strathairn. But Lara had a copy of that map.... and the adventure begins...",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93295,180239,Left To My Own Devices,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152092,5901,Legacy of Kain: Defiance,"Defiance continues from where Soul Reaver 2 ended. In Soul Reaver 2, Kain saved Raziel's life by drawing the Soul Reaver from him - Raziel was meant to enter the blade and become its soul-devouring spectral half. This causes a paradox that changes time for the worse, and separates Kain and Raziel. 
 
Kain's part of the game follows him seeking Moebius the Time Streamer, a time traveling mystic for answers to where Raziel is, how he has changed time, and later following a lead Moebius gives him to explore a Vampire citadel. During his quest, Kain finds and completes a broken talisman of Vampire construct known as the Balance Emblem. Kain discovers murals during his quest dictating an ancient war between the first races to inhabit Nosgoth, the Ancient vampires and the Hylden. After sealing the Hylden in an alternate dimension using the Pillars of Nosgoth, the Hylden cursed the Ancients with blood-thirst, sterility and immortality, turning them into the first Vampires. Kain discovers from the murals that it was prophesied that both races would have a champion arise - a Vampire champion wielding the Soul Reaver, and a Hylden champion wielding a flaming sword. Because he possesses the material Soul Reaver depicted, Kain comes to believe he is the prophesied Vampire champion. The outcome of the battle between the two champions remains ambiguous.",2003-11-11 00:00:00.000,22,NULL,NULL,NULL,82.3042,51
149581,49669,Legend of Dynamic Goushouden: Houkai no Rondo,NULL,2003-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85090,64453,Legend of Mulan,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84217,210319,LEGO Orient Expedition: The Quest for the Golden Dragon,"It follows the Lego Adventures: Orient Expedition storyline, specifically during the final sets' (7419 Dragon Fortress) storyline. You switch between playing 3 characters: Johnny Thunder, Dr. Kilroy and Pippin Reed. You must explore the maze, guiding all three characters to the chamber at the top left corner of the fortress that holds the Dragon Fortress Statue. On the way, collect the golden sword, shield and helmet in order to unlock the secret of the Golden Dragon.",2003-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
184417,2971,Lineage 2,NULL,2003-10-01 00:00:00.000,18,NULL,80.0000,1,72.7924,45
136587,72540,Links 2003: Championship Edition,NULL,2003-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
